Zaman,Tip,Strain,Piezo,Nem,Korozyon,Ax,Ay,Az,HasarSkoru,Sinif,KorozyonHizi,KorozyonUyari
2026-04-22 02:21:18.705,Hizli,-,16655,-,-,0.0,29.67,16.55,0.2191,Sağlıklı,0.000000,False
2026-04-22 02:21:18.757,Yavas,0,-,17665,17681,-,-,-,0.3907,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:21:18.808,Hizli,-,16434,-,-,10.11,7.48,16.55,0.3367,Sağlıklı,0.000000,False
2026-04-22 02:21:18.859,Hizli,-,16353,-,-,10.11,-43.02,-8.28,0.3749,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:21:18.912,Hizli,-,16200,-,-,10.11,-43.02,-8.28,0.3558,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:21:18.964,Hizli,-,16180,-,-,10.11,-43.02,-8.28,0.3533,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:21:19.015,Hizli,-,16064,-,-,10.11,-43.02,-8.28,0.3388,Sağlıklı,0.000000,False
2026-04-22 02:21:19.068,Hizli,-,16079,-,-,10.11,-43.02,-8.28,0.3407,Sağlıklı,0.000000,False
2026-04-22 02:21:19.121,Hizli,-,15988,-,-,10.11,-43.02,-8.28,0.3293,Sağlıklı,0.000000,False
2026-04-22 02:21:19.174,Hizli,-,16022,-,-,10.11,-43.02,-8.28,0.3336,Sağlıklı,0.000000,False
2026-04-22 02:21:19.227,Hizli,-,15941,-,-,10.11,-43.02,-8.28,0.3234,Sağlıklı,0.000000,False
2026-04-22 02:21:19.289,Hizli,-,15988,-,-,10.11,-43.02,-8.28,0.3293,Sağlıklı,0.000000,False
2026-04-22 02:21:19.340,Hizli,-,15910,-,-,10.11,-43.02,-8.28,0.3196,Sağlıklı,0.000000,False
2026-04-22 02:21:19.392,Hizli,-,15965,-,-,10.11,-43.02,-8.28,0.3264,Sağlıklı,0.000000,False
2026-04-22 02:21:19.443,Hizli,-,15889,-,-,10.11,-43.02,-8.28,0.3169,Sağlıklı,0.000000,False
2026-04-22 02:21:19.496,Hizli,-,15945,-,-,10.11,-43.02,-8.28,0.3239,Sağlıklı,0.000000,False
2026-04-22 02:21:19.547,Hizli,-,15874,-,-,10.11,-43.02,-8.28,0.3151,Sağlıklı,0.000000,False
2026-04-22 02:21:19.599,Hizli,-,15936,-,-,10.11,-43.02,-8.28,0.3228,Sağlıklı,0.000000,False
2026-04-22 02:21:19.650,Hizli,-,15861,-,-,10.11,-43.02,-8.28,0.3134,Sağlıklı,0.000000,False
2026-04-22 02:21:19.714,Hizli,-,15924,-,-,10.11,-43.02,-8.28,0.3213,Sağlıklı,0.000000,False
2026-04-22 02:21:19.769,Hizli,-,15852,-,-,10.11,-43.02,-8.28,0.3123,Sağlıklı,0.000000,False
2026-04-22 02:21:19.821,Hizli,-,15920,-,-,10.11,-43.02,-8.28,0.3208,Sağlıklı,0.000000,False
2026-04-22 02:21:19.876,Yavas,2708,-,17664,17679,-,-,-,0.3412,Sağlıklı,0.000000,False
2026-04-22 02:21:19.927,Hizli,-,15845,-,-,-4.6,7.48,16.55,0.2794,Sağlıklı,0.000000,False
2026-04-22 02:21:19.992,Hizli,-,15915,-,-,10.11,-43.02,-8.28,0.3406,Sağlıklı,0.000000,False
2026-04-22 02:21:20.050,Hizli,-,15840,-,-,10.11,-43.02,-8.28,0.3312,Sağlıklı,0.000000,False
2026-04-22 02:21:20.103,Hizli,-,15912,-,-,10.11,-43.02,-8.28,0.3402,Sağlıklı,0.000000,False
2026-04-22 02:21:20.164,Hizli,-,15835,-,-,10.11,-43.02,-8.28,0.3306,Sağlıklı,0.000000,False
2026-04-22 02:21:20.217,Hizli,-,15904,-,-,10.11,-43.02,-8.28,0.3392,Sağlıklı,0.000000,False
2026-04-22 02:21:20.270,Hizli,-,15831,-,-,10.11,-43.02,-8.28,0.3301,Sağlıklı,0.000000,False
2026-04-22 02:21:20.328,Hizli,-,15902,-,-,10.11,-43.02,-8.28,0.3390,Sağlıklı,0.000000,False
2026-04-22 02:21:20.382,Hizli,-,15826,-,-,10.11,-43.02,-8.28,0.3295,Sağlıklı,0.000000,False
2026-04-22 02:21:20.445,Hizli,-,15898,-,-,10.11,-43.02,-8.28,0.3385,Sağlıklı,0.000000,False
2026-04-22 02:21:20.499,Hizli,-,15821,-,-,10.11,-43.02,-8.28,0.3289,Sağlıklı,0.000000,False
2026-04-22 02:21:20.551,Hizli,-,15893,-,-,10.11,-43.02,-8.28,0.3379,Sağlıklı,0.000000,False
2026-04-22 02:21:20.607,Hizli,-,15815,-,-,10.11,-43.02,-8.28,0.3281,Sağlıklı,0.000000,False
2026-04-22 02:21:20.660,Hizli,-,15887,-,-,10.11,-43.02,-8.28,0.3371,Sağlıklı,0.000000,False
2026-04-22 02:21:20.713,Hizli,-,15808,-,-,10.11,-43.02,-8.28,0.3272,Sağlıklı,0.000000,False
2026-04-22 02:21:20.775,Hizli,-,15885,-,-,10.11,-43.02,-8.28,0.3369,Sağlıklı,0.000000,False
2026-04-22 02:21:20.831,Hizli,-,15802,-,-,10.11,-43.02,-8.28,0.3265,Sağlıklı,0.000000,False
2026-04-22 02:21:20.892,Hizli,-,15879,-,-,10.11,-43.02,-8.28,0.3361,Sağlıklı,0.000000,False
2026-04-22 02:21:20.947,Hizli,-,15800,-,-,10.11,-43.02,-8.28,0.3262,Sağlıklı,0.000000,False
2026-04-22 02:21:21.003,Hizli,-,15879,-,-,10.11,-43.02,-8.28,0.3361,Sağlıklı,0.000000,False
2026-04-22 02:21:21.059,Yavas,2172,-,17664,17679,-,-,-,0.3258,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.118,Hizli,-,15800,-,-,10.11,-43.02,-8.28,0.3159,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.176,Hizli,-,15880,-,-,-4.6,-80.78,16.55,0.4012,Yorulma Başlangıcı,-0.893809,False
2026-04-22 02:21:21.233,Hizli,-,15794,-,-,10.11,-43.02,-8.28,0.3152,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.286,Hizli,-,15881,-,-,10.11,-43.02,-8.28,0.3260,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.338,Hizli,-,15796,-,-,10.11,-43.02,-8.28,0.3154,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.392,Hizli,-,15878,-,-,10.11,-43.02,-8.28,0.3257,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.446,Hizli,-,15793,-,-,10.11,-43.02,-8.28,0.3150,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.498,Hizli,-,15879,-,-,10.11,-43.02,-8.28,0.3258,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.555,Hizli,-,15792,-,-,10.11,-43.02,-8.28,0.3149,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.608,Hizli,-,15877,-,-,10.11,-43.02,-8.28,0.3255,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.662,Hizli,-,15791,-,-,10.11,-43.02,-8.28,0.3148,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.715,Hizli,-,15878,-,-,10.11,-43.02,-8.28,0.3257,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.775,Hizli,-,15790,-,-,10.11,-43.02,-8.28,0.3147,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.826,Hizli,-,15875,-,-,10.11,-43.02,-8.28,0.3253,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.879,Hizli,-,15785,-,-,10.11,-43.02,-8.28,0.3140,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.932,Hizli,-,15868,-,-,10.11,-43.02,-8.28,0.3244,Sağlıklı,-0.893809,False
2026-04-22 02:21:21.995,Hizli,-,15779,-,-,10.11,-43.02,-8.28,0.3133,Sağlıklı,-0.893809,False
2026-04-22 02:21:22.050,Hizli,-,15870,-,-,10.11,-43.02,-8.28,0.3247,Sağlıklı,-0.893809,False
2026-04-22 02:21:22.103,Hizli,-,15769,-,-,10.11,-43.02,-8.28,0.3120,Sağlıklı,-0.893809,False
2026-04-22 02:21:22.170,Hizli,-,15864,-,-,10.11,-43.02,-8.28,0.3239,Sağlıklı,-0.893809,False
2026-04-22 02:21:22.223,Yavas,2457,-,17664,17680,-,-,-,0.3427,Sağlıklı,-0.309552,False
2026-04-22 02:21:22.278,Hizli,-,15771,-,-,10.11,-43.02,-8.28,0.3311,Sağlıklı,-0.309552,False
2026-04-22 02:21:22.337,Hizli,-,15863,-,-,10.11,-43.02,-8.28,0.3426,Sağlıklı,-0.309552,False
2026-04-22 02:21:22.393,Hizli,-,15771,-,-,10.11,-43.02,-8.28,0.3311,Sağlıklı,-0.309552,False
2026-04-22 02:21:22.448,Hizli,-,15863,-,-,10.11,-43.02,-8.28,0.3426,Sağlıklı,-0.309552,False
2026-04-22 02:21:22.511,Hizli,-,15770,-,-,10.11,-43.02,-8.28,0.3310,Sağlıklı,-0.309552,False
2026-04-22 02:21:22.567,Hizli,-,15867,-,-,10.11,-43.02,-8.28,0.3431,Sağlıklı,-0.309552,False
2026-04-22 02:21:22.620,Hizli,-,15768,-,-,10.11,-43.02,-8.28,0.3307,Sağlıklı,-0.309552,False
2026-04-22 02:21:22.680,Hizli,-,15865,-,-,10.11,-43.02,-8.28,0.3429,Sağlıklı,-0.309552,False
2026-04-22 02:21:22.732,Hizli,-,15768,-,-,10.11,-43.02,-8.28,0.3307,Sağlıklı,-0.309552,False
2026-04-22 02:21:22.787,Hizli,-,15863,-,-,10.11,-43.02,-8.28,0.3426,Sağlıklı,-0.309552,False
2026-04-22 02:21:22.842,Hizli,-,15767,-,-,10.11,-43.02,-8.28,0.3306,Sağlıklı,-0.309552,False
2026-04-22 02:21:22.896,Hizli,-,15862,-,-,10.11,-43.02,-8.28,0.3425,Sağlıklı,-0.309552,False
2026-04-22 02:21:22.949,Hizli,-,15765,-,-,10.11,-43.02,-8.28,0.3304,Sağlıklı,-0.309552,False
2026-04-22 02:21:23.003,Hizli,-,15865,-,-,10.11,-43.02,-8.28,0.3429,Sağlıklı,-0.309552,False
2026-04-22 02:21:23.058,Hizli,-,15763,-,-,10.11,-43.02,-8.28,0.3301,Sağlıklı,-0.309552,False
2026-04-22 02:21:23.121,Hizli,-,15863,-,-,10.11,-43.02,-8.28,0.3426,Sağlıklı,-0.309552,False
2026-04-22 02:21:23.177,Hizli,-,15764,-,-,10.11,-43.02,-8.28,0.3302,Sağlıklı,-0.309552,False
2026-04-22 02:21:23.237,Hizli,-,15866,-,-,10.11,-43.02,-8.28,0.3430,Sağlıklı,-0.309552,False
2026-04-22 02:21:23.298,Hizli,-,15763,-,-,10.11,-43.02,-8.28,0.3301,Sağlıklı,-0.309552,False
2026-04-22 02:21:23.351,Hizli,-,15867,-,-,10.11,-43.02,-8.28,0.3431,Sağlıklı,-0.309552,False
2026-04-22 02:21:23.405,Yavas,2038,-,17664,17679,-,-,-,0.3217,Sağlıklı,-0.443614,False
2026-04-22 02:21:23.458,Hizli,-,15768,-,-,10.11,-43.02,-8.28,0.3093,Sağlıklı,-0.443614,False
2026-04-22 02:21:23.510,Hizli,-,15870,-,-,10.11,-43.02,-8.28,0.3221,Sağlıklı,-0.443614,False
2026-04-22 02:21:23.568,Hizli,-,15769,-,-,10.11,-43.02,-8.28,0.3095,Sağlıklı,-0.443614,False
2026-04-22 02:21:23.621,Hizli,-,15867,-,-,10.11,-43.02,-8.28,0.3217,Sağlıklı,-0.443614,False
2026-04-22 02:21:23.672,Hizli,-,15770,-,-,10.11,-43.02,-8.28,0.3096,Sağlıklı,-0.443614,False
2026-04-22 02:21:23.726,Hizli,-,15871,-,-,10.11,-43.02,-8.28,0.3222,Sağlıklı,-0.443614,False
2026-04-22 02:21:23.780,Hizli,-,15766,-,-,10.11,-43.02,-8.28,0.3091,Sağlıklı,-0.443614,False
2026-04-22 02:21:23.837,Hizli,-,15873,-,-,10.11,-43.02,-8.28,0.3225,Sağlıklı,-0.443614,False
2026-04-22 02:21:23.891,Hizli,-,15770,-,-,10.11,-43.02,-8.28,0.3096,Sağlıklı,-0.443614,False
2026-04-22 02:21:23.951,Hizli,-,15871,-,-,10.11,-43.02,-8.28,0.3222,Sağlıklı,-0.443614,False
2026-04-22 02:21:24.006,Hizli,-,15767,-,-,10.11,-43.02,-8.28,0.3092,Sağlıklı,-0.443614,False
2026-04-22 02:21:24.056,Hizli,-,15872,-,-,10.11,-43.02,-8.28,0.3223,Sağlıklı,-0.443614,False
2026-04-22 02:21:24.109,Hizli,-,15766,-,-,10.11,-43.02,-8.28,0.3091,Sağlıklı,-0.443614,False
2026-04-22 02:21:24.162,Hizli,-,15868,-,-,10.11,-43.02,-8.28,0.3218,Sağlıklı,-0.443614,False
2026-04-22 02:21:24.221,Hizli,-,15764,-,-,10.11,-43.02,-8.28,0.3088,Sağlıklı,-0.443614,False
2026-04-22 02:21:24.279,Hizli,-,15869,-,-,10.11,-43.02,-8.28,0.3220,Sağlıklı,-0.443614,False
2026-04-22 02:21:24.331,Hizli,-,15763,-,-,10.11,-43.02,-8.28,0.3087,Sağlıklı,-0.443614,False
2026-04-22 02:21:24.384,Hizli,-,15869,-,-,10.11,-43.02,-8.28,0.3220,Sağlıklı,-0.443614,False
2026-04-22 02:21:24.435,Hizli,-,15765,-,-,10.11,-43.02,-8.28,0.3090,Sağlıklı,-0.443614,False
2026-04-22 02:21:24.486,Hizli,-,15870,-,-,10.11,-43.02,-8.28,0.3221,Sağlıklı,-0.443614,False
2026-04-22 02:21:24.541,Yavas,2744,-,17664,17678,-,-,-,0.3223,Sağlıklı,-0.531027,False
2026-04-22 02:21:24.609,Hizli,-,15766,-,-,10.11,-43.02,-8.28,0.3093,Sağlıklı,-0.531027,False
2026-04-22 02:21:24.667,Hizli,-,15870,-,-,-4.6,-80.78,16.55,0.3976,Yorulma Başlangıcı,-0.531027,False
2026-04-22 02:21:24.737,Hizli,-,15764,-,-,10.11,-43.02,-8.28,0.3091,Sağlıklı,-0.531027,False
2026-04-22 02:21:24.791,Hizli,-,15868,-,-,10.11,-43.02,-8.28,0.3221,Sağlıklı,-0.531027,False
2026-04-22 02:21:24.844,Hizli,-,15761,-,-,10.11,-43.02,-8.28,0.3087,Sağlıklı,-0.531027,False
2026-04-22 02:21:24.898,Hizli,-,15867,-,-,10.11,-43.02,-8.28,0.3220,Sağlıklı,-0.531027,False
2026-04-22 02:21:24.956,Hizli,-,15762,-,-,10.11,-43.02,-8.28,0.3088,Sağlıklı,-0.531027,False
2026-04-22 02:21:25.008,Hizli,-,15866,-,-,10.11,-43.02,-8.28,0.3218,Sağlıklı,-0.531027,False
2026-04-22 02:21:25.062,Hizli,-,15760,-,-,10.11,-43.02,-8.28,0.3086,Sağlıklı,-0.531027,False
2026-04-22 02:21:25.116,Hizli,-,15868,-,-,10.11,-43.02,-8.28,0.3221,Sağlıklı,-0.531027,False
2026-04-22 02:21:25.167,Hizli,-,15759,-,-,10.11,-43.02,-8.28,0.3085,Sağlıklı,-0.531027,False
2026-04-22 02:21:25.221,Hizli,-,15867,-,-,10.11,-43.02,-8.28,0.3220,Sağlıklı,-0.531027,False
2026-04-22 02:21:25.273,Hizli,-,15759,-,-,10.11,-43.02,-8.28,0.3085,Sağlıklı,-0.531027,False
2026-04-22 02:21:25.324,Hizli,-,15868,-,-,10.11,-43.02,-8.28,0.3221,Sağlıklı,-0.531027,False
2026-04-22 02:21:25.385,Hizli,-,15760,-,-,10.11,-43.02,-8.28,0.3086,Sağlıklı,-0.531027,False
2026-04-22 02:21:25.439,Hizli,-,15869,-,-,10.11,-43.02,-8.28,0.3222,Sağlıklı,-0.531027,False
2026-04-22 02:21:25.491,Hizli,-,15758,-,-,10.11,-43.02,-8.28,0.3083,Sağlıklı,-0.531027,False
2026-04-22 02:21:25.544,Hizli,-,15867,-,-,10.11,-43.02,-8.28,0.3220,Sağlıklı,-0.531027,False
2026-04-22 02:21:25.594,Hizli,-,15760,-,-,10.11,-43.02,-8.28,0.3086,Sağlıklı,-0.531027,False
2026-04-22 02:21:25.646,Hizli,-,15870,-,-,10.11,-43.02,-8.28,0.3223,Sağlıklı,-0.531027,False
2026-04-22 02:21:25.699,Yavas,642,-,17664,17679,-,-,-,0.2952,Sağlıklı,-0.000874,False
2026-04-22 02:21:25.754,Hizli,-,15759,-,-,10.11,-43.02,-8.28,0.2814,Sağlıklı,-0.000874,False
2026-04-22 02:21:25.808,Hizli,-,15868,-,-,10.11,-43.02,-8.28,0.2950,Sağlıklı,-0.000874,False
2026-04-22 02:21:25.864,Hizli,-,15759,-,-,10.11,-43.02,-8.28,0.2814,Sağlıklı,-0.000874,False
2026-04-22 02:21:25.921,Hizli,-,15867,-,-,10.11,-43.02,-8.28,0.2949,Sağlıklı,-0.000874,False
2026-04-22 02:21:25.985,Hizli,-,15758,-,-,10.11,-43.02,-8.28,0.2812,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.038,Hizli,-,15867,-,-,10.11,-43.02,-8.28,0.2949,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.095,Hizli,-,15758,-,-,10.11,-43.02,-8.28,0.2812,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.155,Hizli,-,15869,-,-,10.11,-43.02,-8.28,0.2951,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.218,Hizli,-,15754,-,-,10.11,-43.02,-8.28,0.2807,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.272,Hizli,-,15867,-,-,10.11,-43.02,-8.28,0.2949,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.323,Hizli,-,15752,-,-,10.11,-43.02,-8.28,0.2805,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.375,Hizli,-,15866,-,-,10.11,-43.02,-8.28,0.2947,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.437,Hizli,-,15755,-,-,10.11,-43.02,-8.28,0.2809,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.490,Hizli,-,15867,-,-,10.11,-43.02,-8.28,0.2949,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.542,Hizli,-,15755,-,-,10.11,-43.02,-8.28,0.2809,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.596,Hizli,-,15866,-,-,10.11,-43.02,-8.28,0.2947,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.660,Hizli,-,15755,-,-,10.11,-43.02,-8.28,0.2809,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.754,Hizli,-,15867,-,-,10.11,-43.02,-8.28,0.2949,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.806,Hizli,-,15754,-,-,10.11,-43.02,-8.28,0.2807,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.861,Hizli,-,15870,-,-,10.11,-43.02,-8.28,0.2952,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.916,Yavas,-101,-,17664,17679,-,-,-,0.2848,Sağlıklı,-0.000874,False
2026-04-22 02:21:26.972,Hizli,-,15751,-,-,10.11,-43.02,-8.28,0.2700,Sağlıklı,-0.000874,False
2026-04-22 02:21:27.030,Hizli,-,15871,-,-,10.11,-43.02,-8.28,0.2850,Sağlıklı,-0.000874,False
2026-04-22 02:21:27.085,Hizli,-,15749,-,-,10.11,-43.02,-8.28,0.2697,Sağlıklı,-0.000874,False
2026-04-22 02:21:27.142,Hizli,-,15872,-,-,10.11,-43.02,-8.28,0.2851,Sağlıklı,-0.000874,False
2026-04-22 02:21:27.225,Hizli,-,15750,-,-,10.11,-43.02,-8.28,0.2698,Sağlıklı,-0.000874,False
2026-04-22 02:21:27.281,Hizli,-,15870,-,-,10.11,-43.02,-8.28,0.2848,Sağlıklı,-0.000874,False
2026-04-22 02:21:27.335,Hizli,-,15751,-,-,10.11,-43.02,-8.28,0.2700,Sağlıklı,-0.000874,False
2026-04-22 02:21:27.407,Hizli,-,15869,-,-,10.11,-43.02,-8.28,0.2847,Sağlıklı,-0.000874,False
2026-04-22 02:21:27.488,Hizli,-,15747,-,-,10.11,-43.02,-8.28,0.2695,Sağlıklı,-0.000874,False
2026-04-22 02:21:27.550,Hizli,-,15872,-,-,10.11,-43.02,-8.28,0.2851,Sağlıklı,-0.000874,False
2026-04-22 02:21:27.609,Hizli,-,15749,-,-,10.11,-43.02,-8.28,0.2697,Sağlıklı,-0.000874,False
2026-04-22 02:21:27.663,Hizli,-,15875,-,-,10.11,-43.02,-8.28,0.2855,Sağlıklı,-0.000874,False
2026-04-22 02:21:27.747,Hizli,-,15749,-,-,10.11,-43.02,-8.28,0.2697,Sağlıklı,-0.000874,False
2026-04-22 02:21:27.809,Hizli,-,15876,-,-,10.11,-43.02,-8.28,0.2856,Sağlıklı,-0.000874,False
2026-04-22 02:21:27.871,Hizli,-,15749,-,-,10.11,-43.02,-8.28,0.2697,Sağlıklı,-0.000874,False
2026-04-22 02:21:27.925,Hizli,-,15878,-,-,10.11,-43.02,-8.28,0.2858,Sağlıklı,-0.000874,False
2026-04-22 02:21:28.005,Hizli,-,15750,-,-,10.11,-43.02,-8.28,0.2698,Sağlıklı,-0.000874,False
2026-04-22 02:21:28.061,Hizli,-,15879,-,-,10.11,-43.02,-8.28,0.2860,Sağlıklı,-0.000874,False
2026-04-22 02:21:28.127,Hizli,-,15750,-,-,10.11,-43.02,-8.28,0.2698,Sağlıklı,-0.000874,False
2026-04-22 02:21:28.183,Hizli,-,15879,-,-,10.11,-43.02,-8.28,0.2860,Sağlıklı,-0.000874,False
2026-04-22 02:21:28.272,Yavas,73,-,17664,17677,-,-,-,0.2588,Sağlıklı,-0.467726,False
2026-04-22 02:21:28.329,Hizli,-,15750,-,-,10.11,-43.02,-8.28,0.2426,Sağlıklı,-0.467726,False
2026-04-22 02:21:28.385,Hizli,-,15879,-,-,10.11,-43.02,-8.28,0.2588,Sağlıklı,-0.467726,False
2026-04-22 02:21:28.443,Hizli,-,15748,-,-,10.11,-43.02,-8.28,0.2424,Sağlıklı,-0.467726,False
2026-04-22 02:21:28.498,Hizli,-,15879,-,-,10.11,-43.02,-8.28,0.2588,Sağlıklı,-0.467726,False
2026-04-22 02:21:28.567,Hizli,-,15748,-,-,10.11,-43.02,-8.28,0.2424,Sağlıklı,-0.467726,False
2026-04-22 02:21:28.623,Hizli,-,15881,-,-,10.11,-43.02,-8.28,0.2590,Sağlıklı,-0.467726,False
2026-04-22 02:21:28.687,Hizli,-,15745,-,-,10.11,-43.02,-8.28,0.2420,Sağlıklı,-0.467726,False
2026-04-22 02:21:28.740,Hizli,-,15881,-,-,10.11,-43.02,-8.28,0.2590,Sağlıklı,-0.467726,False
2026-04-22 02:21:28.795,Hizli,-,15747,-,-,10.11,-43.02,-8.28,0.2423,Sağlıklı,-0.467726,False
2026-04-22 02:21:28.881,Hizli,-,15882,-,-,10.11,-43.02,-8.28,0.2591,Sağlıklı,-0.467726,False
2026-04-22 02:21:28.935,Hizli,-,15745,-,-,10.11,-43.02,-8.28,0.2420,Sağlıklı,-0.467726,False
2026-04-22 02:21:29.007,Hizli,-,15882,-,-,10.11,-43.02,-8.28,0.2591,Sağlıklı,-0.467726,False
2026-04-22 02:21:29.063,Hizli,-,15741,-,-,10.11,-43.02,-8.28,0.2415,Sağlıklı,-0.467726,False
2026-04-22 02:21:29.117,Hizli,-,15878,-,-,10.11,-43.02,-8.28,0.2586,Sağlıklı,-0.467726,False
2026-04-22 02:21:29.197,Hizli,-,15740,-,-,10.11,-43.02,-8.28,0.2414,Sağlıklı,-0.467726,False
2026-04-22 02:21:29.253,Hizli,-,15876,-,-,10.11,-43.02,-8.28,0.2584,Sağlıklı,-0.467726,False
2026-04-22 02:21:29.318,Hizli,-,15738,-,-,10.11,-43.02,-8.28,0.2411,Sağlıklı,-0.467726,False
2026-04-22 02:21:29.374,Hizli,-,15878,-,-,10.11,-43.02,-8.28,0.2586,Sağlıklı,-0.467726,False
2026-04-22 02:21:29.440,Hizli,-,15737,-,-,10.11,-43.02,-8.28,0.2410,Sağlıklı,-0.467726,False
2026-04-22 02:21:29.572,Hizli,-,15881,-,-,10.11,-43.02,-8.28,0.2590,Sağlıklı,-0.467726,False
2026-04-22 02:21:29.648,Yavas,-695,-,17664,17678,-,-,-,0.2843,Sağlıklı,-0.153220,False
2026-04-22 02:21:29.718,Hizli,-,15742,-,-,10.11,-43.02,-8.28,0.2669,Sağlıklı,-0.153220,False
2026-04-22 02:21:29.771,Hizli,-,15885,-,-,10.11,-43.02,-8.28,0.2848,Sağlıklı,-0.153220,False
2026-04-22 02:21:29.825,Hizli,-,15746,-,-,10.11,-43.02,-8.28,0.2674,Sağlıklı,-0.153220,False
2026-04-22 02:21:29.905,Hizli,-,15889,-,-,10.11,-43.02,-8.28,0.2853,Sağlıklı,-0.153220,False
2026-04-22 02:21:29.957,Hizli,-,15751,-,-,10.11,-43.02,-8.28,0.2681,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.019,Hizli,-,15894,-,-,10.11,-43.02,-8.28,0.2859,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.081,Hizli,-,15748,-,-,10.11,-43.02,-8.28,0.2677,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.153,Hizli,-,15889,-,-,10.11,-43.02,-8.28,0.2853,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.216,Hizli,-,15749,-,-,10.11,-43.02,-8.28,0.2678,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.271,Hizli,-,15892,-,-,10.11,-43.02,-8.28,0.2857,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.337,Hizli,-,15750,-,-,10.11,-43.02,-8.28,0.2679,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.393,Hizli,-,15891,-,-,10.11,-43.02,-8.28,0.2856,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.455,Hizli,-,15753,-,-,10.11,-43.02,-8.28,0.2683,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.542,Hizli,-,15900,-,-,10.11,-43.02,-8.28,0.2867,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.595,Hizli,-,15752,-,-,10.11,-43.02,-8.28,0.2682,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.664,Hizli,-,15902,-,-,10.11,-43.02,-8.28,0.2869,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.720,Hizli,-,15753,-,-,10.11,-43.02,-8.28,0.2683,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.798,Hizli,-,15906,-,-,10.11,-43.02,-8.28,0.2874,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.850,Hizli,-,15755,-,-,10.11,-43.02,-8.28,0.2686,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.904,Hizli,-,15907,-,-,10.11,-43.02,-8.28,0.2876,Sağlıklı,-0.153220,False
2026-04-22 02:21:30.956,Yavas,-79,-,17664,17677,-,-,-,0.2624,Sağlıklı,-0.129994,False
2026-04-22 02:21:31.025,Hizli,-,15757,-,-,10.11,-43.02,-8.28,0.2436,Sağlıklı,-0.129994,False
2026-04-22 02:21:31.085,Hizli,-,15907,-,-,10.11,-43.02,-8.28,0.2624,Sağlıklı,-0.129994,False
2026-04-22 02:21:31.148,Hizli,-,15758,-,-,10.11,-43.02,-8.28,0.2438,Sağlıklı,-0.129994,False
2026-04-22 02:21:31.202,Hizli,-,15909,-,-,10.11,-43.02,-8.28,0.2626,Sağlıklı,-0.129994,False
2026-04-22 02:21:31.265,Hizli,-,15761,-,-,10.11,-43.02,-8.28,0.2441,Sağlıklı,-0.129994,False
2026-04-22 02:21:31.323,Hizli,-,15909,-,-,10.11,-43.02,-8.28,0.2626,Sağlıklı,-0.129994,False
2026-04-22 02:21:31.378,Hizli,-,16762,-,-,0.0,29.67,16.55,0.3473,Sağlıklı,-0.129994,False
