Zaman,Tip,Strain,Piezo,Nem,Korozyon,Ax,Ay,Az,HasarSkoru,Sinif,KorozyonHizi,KorozyonUyari
2026-04-22 02:30:18.365,Hizli,-,15703,-,-,0.0,0.0,0.0,0.3295,Sağlıklı,-0.591384,False
2026-04-22 02:30:18.423,Hizli,-,15807,-,-,0.0,0.0,0.0,0.3425,Sağlıklı,-0.591384,False
2026-04-22 02:30:18.516,Hizli,-,15700,-,-,0.0,0.0,0.0,0.3292,Sağlıklı,-0.591384,False
2026-04-22 02:30:18.521,Hizli,-,15811,-,-,0.0,0.0,0.0,0.3430,Sağlıklı,-0.591384,False
2026-04-22 02:30:18.575,Hizli,-,15702,-,-,0.0,0.0,0.0,0.3294,Sağlıklı,-0.591384,False
2026-04-22 02:30:18.618,Hizli,-,15820,-,-,0.0,0.0,0.0,0.3442,Sağlıklı,-0.591384,False
2026-04-22 02:30:18.689,Hizli,-,15699,-,-,0.0,0.0,0.0,0.3290,Sağlıklı,-0.591384,False
2026-04-22 02:30:18.706,Hizli,-,15815,-,-,0.0,0.0,0.0,0.3435,Sağlıklı,-0.591384,False
2026-04-22 02:30:18.756,Yavas,273385,-,,17675,-,-,-,0.3435,Sağlıklı,-0.800500,False
2026-04-22 02:30:18.766,Hizli,-,15706,-,-,0.0,0.0,0.0,0.3299,Sağlıklı,-0.800500,False
2026-04-22 02:30:18.842,Hizli,-,15818,-,-,0.0,0.0,0.0,0.3439,Sağlıklı,-0.800500,False
2026-04-22 02:30:18.850,Hizli,-,15707,-,-,0.0,0.0,0.0,0.3300,Sağlıklı,-0.800500,False
2026-04-22 02:30:18.926,Hizli,-,15820,-,-,0.0,0.0,0.0,0.3442,Sağlıklı,-0.800500,False
2026-04-22 02:30:18.995,Hizli,-,15712,-,-,0.0,0.0,0.0,0.3307,Sağlıklı,-0.800500,False
2026-04-22 02:30:18.997,Hizli,-,15820,-,-,0.0,0.0,0.0,0.3442,Sağlıklı,-0.800500,False
2026-04-22 02:30:19.058,Hizli,-,15707,-,-,0.0,0.0,0.0,0.3300,Sağlıklı,-0.800500,False
2026-04-22 02:30:19.143,Hizli,-,15824,-,-,0.0,0.0,0.0,0.3447,Sağlıklı,-0.800500,False
2026-04-22 02:30:19.149,Hizli,-,15711,-,-,0.0,0.0,0.0,0.3305,Sağlıklı,-0.800500,False
2026-04-22 02:30:19.196,Hizli,-,15818,-,-,0.0,0.0,0.0,0.3439,Sağlıklı,-0.800500,False
2026-04-22 02:30:19.343,Hizli,-,15709,-,-,0.0,0.0,0.0,0.3303,Sağlıklı,-0.800500,False
2026-04-22 02:30:19.345,Hizli,-,15812,-,-,0.0,0.0,0.0,0.3432,Sağlıklı,-0.800500,False
2026-04-22 02:30:19.348,Hizli,-,15714,-,-,0.0,0.0,0.0,0.3309,Sağlıklı,-0.800500,False
2026-04-22 02:30:19.413,Hizli,-,15813,-,-,0.0,0.0,0.0,0.3433,Sağlıklı,-0.800500,False
2026-04-22 02:30:19.484,Hizli,-,15706,-,-,0.0,0.0,0.0,0.3299,Sağlıklı,-0.800500,False
2026-04-22 02:30:19.523,Hizli,-,15808,-,-,0.0,0.0,0.0,0.3427,Sağlıklı,-0.800500,False
2026-04-22 02:30:19.567,Hizli,-,15712,-,-,0.0,0.0,0.0,0.3307,Sağlıklı,-0.800500,False
2026-04-22 02:30:19.651,Hizli,-,15810,-,-,0.0,0.0,0.0,0.3429,Sağlıklı,-0.800500,False
2026-04-22 02:30:19.653,Hizli,-,15711,-,-,0.0,0.0,0.0,0.3305,Sağlıklı,-0.800500,False
2026-04-22 02:30:19.710,Hizli,-,15806,-,-,0.0,0.0,0.0,0.3424,Sağlıklı,-0.800500,False
2026-04-22 02:30:19.793,Yavas,275431,-,,17674,-,-,-,0.3291,Sağlıklı,-0.798138,False
2026-04-22 02:30:19.798,Hizli,-,15709,-,-,0.0,0.0,0.0,0.3170,Sağlıklı,-0.798138,False
2026-04-22 02:30:19.802,Hizli,-,15810,-,-,0.0,0.0,0.0,0.3296,Sağlıklı,-0.798138,False
2026-04-22 02:30:19.855,Hizli,-,15715,-,-,0.0,0.0,0.0,0.3177,Sağlıklı,-0.798138,False
2026-04-22 02:30:19.903,Hizli,-,15809,-,-,0.0,0.0,0.0,0.3295,Sağlıklı,-0.798138,False
2026-04-22 02:30:19.976,Hizli,-,15717,-,-,0.0,0.0,0.0,0.3180,Sağlıklı,-0.798138,False
2026-04-22 02:30:20.023,Hizli,-,15812,-,-,0.0,0.0,0.0,0.3298,Sağlıklı,-0.798138,False
2026-04-22 02:30:20.056,Hizli,-,15718,-,-,0.0,0.0,0.0,0.3181,Sağlıklı,-0.798138,False
2026-04-22 02:30:20.128,Hizli,-,15816,-,-,0.0,0.0,0.0,0.3303,Sağlıklı,-0.798138,False
2026-04-22 02:30:20.164,Hizli,-,15709,-,-,0.0,0.0,0.0,0.3170,Sağlıklı,-0.798138,False
2026-04-22 02:30:20.203,Hizli,-,15810,-,-,0.0,0.0,0.0,0.3296,Sağlıklı,-0.798138,False
2026-04-22 02:30:20.255,Hizli,-,15712,-,-,0.0,0.0,0.0,0.3173,Sağlıklı,-0.798138,False
2026-04-22 02:30:20.314,Hizli,-,15812,-,-,0.0,0.0,0.0,0.3298,Sağlıklı,-0.798138,False
2026-04-22 02:47:52.061,Hizli,-,-3712,-,-,78.75,29.67,16.55,0.1908,Sağlıklı,0.000000,False
2026-04-22 02:47:52.135,Yavas,28473,-,,17681,-,-,-,0.5682,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:52.145,Hizli,-,16800,-,-,-4.6,112.91,16.55,0.7467,Kritik Hasar,0.000000,False
2026-04-22 02:47:52.182,Yavas,28392,-,,17674,-,-,-,0.6533,Kritik Hasar,0.000000,False
2026-04-22 02:47:52.206,Hizli,-,16678,-,-,-4.6,7.48,16.55,0.4756,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:52.253,Hizli,-,16573,-,-,10.11,7.48,16.55,0.4665,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:52.297,Hizli,-,16547,-,-,-4.6,7.48,16.55,0.4592,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:52.394,Hizli,-,16478,-,-,-4.6,7.48,16.55,0.4506,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:52.629,Hizli,-,16478,-,-,-4.6,-80.78,16.55,0.5783,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:52.641,Hizli,-,16701,-,-,-4.6,-80.78,16.55,0.6061,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:52.667,Hizli,-,16506,-,-,10.11,-43.02,-8.28,0.5065,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:52.724,Hizli,-,16517,-,-,-4.6,7.48,16.55,0.4554,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:52.769,Hizli,-,16408,-,-,-4.6,7.48,16.55,0.4418,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:52.813,Hizli,-,16449,-,-,-4.6,7.48,16.55,0.4469,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:52.873,Hizli,-,16359,-,-,-4.6,7.48,16.55,0.4357,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:52.906,Hizli,-,16411,-,-,-4.6,7.48,16.55,0.4422,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:52.985,Hizli,-,16333,-,-,-4.6,7.48,16.55,0.4324,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:53.029,Hizli,-,16385,-,-,-4.6,7.48,16.55,0.4389,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:53.063,Hizli,-,16306,-,-,-4.6,7.48,16.55,0.4291,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:53.756,Hizli,-,16306,-,-,-4.6,7.48,16.55,0.4291,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:54.156,Hizli,-,16597,-,-,-4.6,-80.78,16.55,0.5931,Yorulma Başlangıcı,0.000000,False
2026-04-22 02:47:54.290,Yavas,26619,-,,17682,-,-,-,0.6998,Kritik Hasar,-72.574293,False
2026-04-22 02:47:54.323,Hizli,-,16762,-,-,-4.6,112.91,16.55,0.7553,Kritik Hasar,-72.574293,False
2026-04-22 02:47:54.573,Hizli,-,16762,-,-,-4.6,7.48,16.55,0.5927,Yorulma Başlangıcı,-72.574293,False
2026-04-22 02:47:54.583,Hizli,-,16627,-,-,-4.6,-80.78,16.55,0.7035,Kritik Hasar,-72.574293,False
2026-04-22 02:47:55.233,Hizli,-,16627,-,-,10.11,-43.02,-8.28,0.6283,Yorulma Başlangıcı,-72.574293,False
2026-04-22 02:47:55.585,Hizli,-,16627,-,-,-4.6,-80.78,16.55,0.7035,Kritik Hasar,-72.574293,False
2026-04-22 02:47:56.012,Yavas,25401,-,,17683,-,-,-,0.7169,Kritik Hasar,-48.189261,False
2026-04-22 02:47:56.147,Hizli,-,128,-,-,-4.6,112.91,16.55,0.6233,Yorulma Başlangıcı,-48.189261,False
2026-04-22 02:47:56.661,Hizli,-,128,-,-,-4.6,-80.78,16.55,0.5885,Yorulma Başlangıcı,-48.189261,False
2026-04-22 02:47:56.714,Hizli,-,16651,-,-,-4.6,-80.78,16.55,0.7199,Kritik Hasar,-48.189261,False
2026-04-22 02:47:57.129,Yavas,24149,-,,17666,-,-,-,0.5465,Yorulma Başlangıcı,-39.945618,False
2026-04-22 02:47:57.132,Hizli,-,16674,-,-,-4.6,112.91,16.55,0.5843,Yorulma Başlangıcı,-39.945618,False
2026-04-22 02:47:57.167,Hizli,-,16693,-,-,10.11,-43.02,-8.28,0.4765,Yorulma Başlangıcı,-39.945618,False
2026-04-22 02:47:57.280,Hizli,-,16470,-,-,10.11,-43.02,-8.28,0.4487,Yorulma Başlangıcı,-39.945618,False
2026-04-22 02:47:57.303,Hizli,-,16463,-,-,-4.6,-80.78,16.55,0.5230,Yorulma Başlangıcı,-39.945618,False
2026-04-22 02:47:57.535,Hizli,-,16587,-,-,-4.6,7.48,16.55,0.4108,Yorulma Başlangıcı,-39.945618,False
2026-04-22 02:47:57.540,Hizli,-,16514,-,-,-4.6,-80.78,16.55,0.5294,Yorulma Başlangıcı,-39.945618,False
2026-04-22 02:47:57.675,Hizli,-,16488,-,-,10.11,-43.02,-8.28,0.4509,Yorulma Başlangıcı,-39.945618,False
2026-04-22 02:47:57.687,Hizli,-,16626,-,-,-4.6,-80.78,16.55,0.5434,Yorulma Başlangıcı,-39.945618,False
2026-04-22 02:47:57.887,Yavas,25263,-,,17675,-,-,-,0.6101,Yorulma Başlangıcı,-29.580158,False
2026-04-22 02:47:57.892,Hizli,-,16559,-,-,-4.6,112.91,16.55,0.6365,Yorulma Başlangıcı,-29.580158,False
2026-04-22 02:47:57.925,Hizli,-,16511,-,-,10.11,7.48,16.55,0.4721,Yorulma Başlangıcı,-29.580158,False
2026-04-22 02:47:57.987,Hizli,-,16395,-,-,-4.6,7.48,16.55,0.4535,Yorulma Başlangıcı,-29.580158,False
2026-04-22 02:47:58.066,Hizli,-,16419,-,-,10.11,-43.02,-8.28,0.5090,Yorulma Başlangıcı,-29.580158,False
2026-04-22 02:47:58.097,Hizli,-,16315,-,-,-4.6,-80.78,16.55,0.5712,Yorulma Başlangıcı,-29.580158,False
2026-04-22 02:48:00.540,Hizli,-,16315,-,-,-4.6,7.48,16.55,0.4435,Yorulma Başlangıcı,-29.580158,False
2026-04-22 02:48:00.585,Hizli,-,16690,-,-,-4.6,-80.78,16.55,0.6181,Yorulma Başlangıcı,-29.580158,False
2026-04-22 02:48:00.753,Yavas,16208,-,,17679,-,-,-,0.6714,Kritik Hasar,0.487563,False
2026-04-22 02:48:00.806,Hizli,-,16730,-,-,-4.6,112.91,16.55,0.7113,Kritik Hasar,0.487563,False
2026-04-22 02:48:00.807,Hizli,-,16614,-,-,-4.6,-80.78,16.55,0.6619,Kritik Hasar,0.487563,False
2026-04-22 02:48:03.214,Hizli,-,16614,-,-,-4.6,7.48,16.55,0.5342,Yorulma Başlangıcı,0.487563,False
2026-04-22 02:48:03.216,Hizli,-,16807,-,-,-4.6,-80.78,16.55,0.6852,Kritik Hasar,0.487563,False
2026-04-22 02:48:04.181,Yavas,17850,-,,17677,-,-,-,0.6585,Kritik Hasar,-0.387846,False
2026-04-22 02:48:04.187,Hizli,-,16822,-,-,-4.6,112.91,16.55,0.6933,Kritik Hasar,-0.387846,False
2026-04-22 02:48:04.225,Yavas,17554,-,,17684,-,-,-,0.7867,Kritik Hasar,31.718972,False
2026-04-22 02:48:04.487,Hizli,-,16565,-,-,-4.6,7.48,16.55,0.5948,Yorulma Başlangıcı,31.718972,False
2026-04-22 02:48:04.554,Hizli,-,16648,-,-,-4.6,-80.78,16.55,0.7328,Kritik Hasar,31.718972,False
2026-04-22 02:48:04.555,Hizli,-,16628,-,-,-4.6,-80.78,16.55,0.7303,Kritik Hasar,31.718972,False
2026-04-22 02:48:04.597,Hizli,-,16444,-,-,10.11,-43.02,-8.28,0.6321,Yorulma Başlangıcı,31.718972,False
2026-04-22 02:48:04.673,Hizli,-,16514,-,-,-4.6,7.48,16.55,0.5884,Yorulma Başlangıcı,31.718972,False
2026-04-22 02:48:04.705,Hizli,-,16369,-,-,-4.6,7.48,16.55,0.5703,Yorulma Başlangıcı,31.718972,False
2026-04-22 02:48:04.943,Hizli,-,16369,-,-,-4.6,7.48,16.55,0.5703,Yorulma Başlangıcı,31.718972,False
2026-04-22 02:48:04.961,Hizli,-,16641,-,-,-4.6,-80.78,16.55,0.7320,Kritik Hasar,31.718972,False
2026-04-22 02:48:05.127,Hizli,-,16568,-,-,-4.6,7.48,16.55,0.5951,Yorulma Başlangıcı,31.718972,False
2026-04-22 02:48:05.155,Hizli,-,16016,-,-,-4.6,-80.78,16.55,0.6538,Kritik Hasar,31.718972,False
2026-04-22 02:48:05.189,Hizli,-,16414,-,-,-4.6,-80.78,16.55,0.7036,Kritik Hasar,31.718972,False
2026-04-22 02:48:05.298,Yavas,16352,-,,17682,-,-,-,0.6769,Kritik Hasar,34.389106,False
2026-04-22 02:48:05.299,Hizli,-,16473,-,-,-4.6,112.91,16.55,0.7191,Kritik Hasar,34.389106,False
2026-04-22 02:48:05.352,Hizli,-,16489,-,-,-4.6,7.48,16.55,0.5586,Yorulma Başlangıcı,34.389106,False
2026-04-22 02:48:05.491,Hizli,-,16495,-,-,-4.6,7.48,16.55,0.5593,Yorulma Başlangıcı,34.389106,False
2026-04-22 02:48:05.515,Hizli,-,15975,-,-,-4.6,-80.78,16.55,0.6220,Yorulma Başlangıcı,34.389106,False
2026-04-22 02:48:05.535,Hizli,-,16213,-,-,-4.6,7.48,16.55,0.5241,Yorulma Başlangıcı,34.389106,False
2026-04-22 02:48:05.603,Hizli,-,16359,-,-,10.11,-43.02,-8.28,0.5948,Yorulma Başlangıcı,34.389106,False
2026-04-22 02:48:05.644,Hizli,-,16248,-,-,-4.6,7.48,16.55,0.5285,Yorulma Başlangıcı,34.389106,False
2026-04-22 02:48:05.687,Hizli,-,16348,-,-,10.11,7.48,16.55,0.5451,Yorulma Başlangıcı,34.389106,False
2026-04-22 02:48:05.743,Hizli,-,16222,-,-,10.11,7.48,16.55,0.5293,Yorulma Başlangıcı,34.389106,False
2026-04-22 02:48:05.805,Hizli,-,16330,-,-,10.11,-43.02,-8.28,0.5912,Yorulma Başlangıcı,34.389106,False
2026-04-22 02:48:05.841,Hizli,-,16209,-,-,-4.6,7.48,16.55,0.5236,Yorulma Başlangıcı,34.389106,False
2026-04-22 02:48:05.885,Hizli,-,16314,-,-,-4.6,7.48,16.55,0.5367,Yorulma Başlangıcı,34.389106,False
2026-04-22 02:48:07.737,Hizli,-,16314,-,-,10.11,-43.02,-8.28,0.5892,Yorulma Başlangıcı,34.389106,False
2026-04-22 02:48:07.768,Hizli,-,16635,-,-,-4.6,-80.78,16.55,0.7045,Kritik Hasar,34.389106,False
2026-04-22 02:48:07.831,Yavas,14985,-,,17674,-,-,-,0.5979,Yorulma Başlangıcı,31.381245,False
2026-04-22 02:48:07.833,Hizli,-,16682,-,-,-4.6,112.91,16.55,0.6386,Yorulma Başlangıcı,31.381245,False
2026-04-22 02:48:07.968,Hizli,-,16645,-,-,-4.6,7.48,16.55,0.4714,Yorulma Başlangıcı,31.381245,False
2026-04-22 02:48:08.073,Hizli,-,128,-,-,-4.6,-80.78,16.55,0.4685,Yorulma Başlangıcı,31.381245,False
2026-04-22 02:48:09.445,Hizli,-,16496,-,-,-4.6,-80.78,16.55,0.5805,Yorulma Başlangıcı,31.381245,False
2026-04-22 02:48:09.453,Hizli,-,16666,-,-,-4.6,-80.78,16.55,0.6018,Yorulma Başlangıcı,31.381245,False
2026-04-22 02:48:09.476,Yavas,12448,-,,17682,-,-,-,0.7084,Kritik Hasar,32.075013,False
2026-04-22 02:48:09.683,Hizli,-,128,-,-,10.11,-43.02,-8.28,0.4999,Yorulma Başlangıcı,32.075013,False
2026-04-22 02:48:10.193,Hizli,-,128,-,-,-4.6,-80.78,16.55,0.5752,Yorulma Başlangıcı,32.075013,False
2026-04-22 02:48:11.355,Hizli,-,-3712,-,-,-4.6,-80.78,16.55,0.5752,Yorulma Başlangıcı,32.075013,False
2026-04-22 02:48:11.537,Hizli,-,-3712,-,-,-4.6,-80.78,16.55,0.5752,Yorulma Başlangıcı,32.075013,False
2026-04-22 02:48:11.586,Yavas,8983,-,,17681,-,-,-,0.5038,Yorulma Başlangıcı,32.096892,False
2026-04-22 02:48:11.587,Hizli,-,16660,-,-,-4.6,112.91,16.55,0.6711,Kritik Hasar,32.096892,False
2026-04-22 02:48:11.623,Hizli,-,16653,-,-,10.11,7.48,16.55,0.5118,Yorulma Başlangıcı,32.096892,False
2026-04-22 02:48:11.679,Hizli,-,16457,-,-,10.11,7.48,16.55,0.4873,Yorulma Başlangıcı,32.096892,False
2026-04-22 02:48:11.737,Hizli,-,16534,-,-,10.11,-43.02,-8.28,0.5453,Yorulma Başlangıcı,32.096892,False
2026-04-22 02:48:11.775,Hizli,-,16373,-,-,10.11,7.48,16.55,0.4768,Yorulma Başlangıcı,32.096892,False
2026-04-22 02:48:11.832,Hizli,-,16470,-,-,10.11,7.48,16.55,0.4890,Yorulma Başlangıcı,32.096892,False
2026-04-22 02:48:11.893,Hizli,-,16322,-,-,-4.6,-80.78,16.55,0.5941,Yorulma Başlangıcı,32.096892,False
2026-04-22 02:48:11.952,Hizli,-,16424,-,-,-4.6,7.48,16.55,0.4791,Yorulma Başlangıcı,32.096892,False
2026-04-22 02:48:11.975,Hizli,-,16285,-,-,10.11,-43.02,-8.28,0.5142,Yorulma Başlangıcı,32.096892,False
2026-04-22 02:48:12.035,Hizli,-,16392,-,-,10.11,-43.02,-8.28,0.5276,Yorulma Başlangıcı,32.096892,False
2026-04-22 02:48:12.092,Hizli,-,16256,-,-,-4.6,7.48,16.55,0.4581,Yorulma Başlangıcı,32.096892,False
2026-04-22 02:48:12.125,Hizli,-,16364,-,-,-4.6,7.48,16.55,0.4716,Yorulma Başlangıcı,32.096892,False
2026-04-22 02:48:12.175,Hizli,-,16229,-,-,-4.6,7.48,16.55,0.4547,Yorulma Başlangıcı,32.096892,False
2026-04-22 02:48:12.375,Hizli,-,16480,-,-,-4.6,7.48,16.55,0.4861,Yorulma Başlangıcı,32.096892,False
2026-04-22 02:48:12.407,Hizli,-,15955,-,-,-4.6,-80.78,16.55,0.5482,Yorulma Başlangıcı,32.096892,False
2026-04-22 02:48:12.415,Yavas,9213,-,,17676,-,-,-,0.4860,Yorulma Başlangıcı,-1.332080,False
2026-04-22 02:48:12.443,Hizli,-,16181,-,-,10.11,-43.02,-8.28,0.4390,Yorulma Başlangıcı,-1.332080,False
2026-04-22 02:48:12.485,Hizli,-,16330,-,-,-4.6,7.48,16.55,0.4051,Yorulma Başlangıcı,-1.332080,False
2026-04-22 02:48:12.549,Hizli,-,16213,-,-,-4.6,7.48,16.55,0.3905,Yorulma Başlangıcı,-1.332080,False
2026-04-22 02:48:12.593,Hizli,-,16314,-,-,-4.6,7.48,16.55,0.4031,Yorulma Başlangıcı,-1.332080,False
2026-04-22 02:48:12.873,Hizli,-,16314,-,-,-4.6,7.48,16.55,0.4031,Yorulma Başlangıcı,-1.332080,False
2026-04-22 02:48:12.903,Hizli,-,16619,-,-,-4.6,-80.78,16.55,0.5690,Yorulma Başlangıcı,-1.332080,False
2026-04-22 02:48:13.155,Hizli,-,16619,-,-,-4.6,7.48,16.55,0.4412,Yorulma Başlangıcı,-1.332080,False
2026-04-22 02:48:13.165,Hizli,-,16526,-,-,-4.6,-80.78,16.55,0.5573,Yorulma Başlangıcı,-1.332080,False
2026-04-22 02:48:13.202,Hizli,-,16508,-,-,10.11,-43.02,-8.28,0.4798,Yorulma Başlangıcı,-1.332080,False
2026-04-22 02:48:13.237,Hizli,-,16320,-,-,10.11,-43.02,-8.28,0.4563,Yorulma Başlangıcı,-1.332080,False
2026-04-22 02:48:13.478,Hizli,-,16597,-,-,10.11,-43.02,-8.28,0.4910,Yorulma Başlangıcı,-1.332080,False
2026-04-22 02:48:13.523,Hizli,-,16526,-,-,-4.6,-80.78,16.55,0.5573,Yorulma Başlangıcı,-1.332080,False
2026-04-22 02:48:13.533,Yavas,8192,-,,17681,-,-,-,0.6044,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:13.562,Hizli,-,16357,-,-,-4.6,7.48,16.55,0.4555,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:13.600,Hizli,-,16335,-,-,-4.6,7.48,16.55,0.4528,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:13.641,Hizli,-,16257,-,-,10.11,-43.02,-8.28,0.4955,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:13.713,Hizli,-,16273,-,-,-4.6,7.48,16.55,0.4450,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:13.755,Hizli,-,16217,-,-,-4.6,7.48,16.55,0.4380,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:13.793,Hizli,-,16241,-,-,10.11,-43.02,-8.28,0.4935,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:14.055,Hizli,-,128,-,-,10.11,-43.02,-8.28,0.4134,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:14.106,Hizli,-,16547,-,-,-4.6,-80.78,16.55,0.6070,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:14.108,Hizli,-,16361,-,-,-4.6,-80.78,16.55,0.5837,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:14.192,Hizli,-,16324,-,-,10.11,-43.02,-8.28,0.5039,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:14.203,Hizli,-,16275,-,-,-4.6,-80.78,16.55,0.5730,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:14.273,Hizli,-,16216,-,-,10.11,-43.02,-8.28,0.4904,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:14.314,Hizli,-,16201,-,-,-4.6,7.48,16.55,0.4360,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:14.352,Hizli,-,16184,-,-,-4.6,7.48,16.55,0.4339,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:14.517,Hizli,-,16455,-,-,-4.6,7.48,16.55,0.4678,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:14.575,Hizli,-,15804,-,-,-4.6,-80.78,16.55,0.5141,Yorulma Başlangıcı,-0.064260,False
2026-04-22 02:48:14.587,Yavas,7315,-,,17677,-,-,-,0.4439,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:14.597,Hizli,-,16336,-,-,-4.6,112.91,16.55,0.5452,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:14.907,Hizli,-,16336,-,-,-4.6,7.48,16.55,0.3827,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:14.916,Hizli,-,16511,-,-,-4.6,-80.78,16.55,0.5323,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:14.975,Hizli,-,16423,-,-,-4.6,7.48,16.55,0.3936,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:15.048,Hizli,-,16285,-,-,-4.6,7.48,16.55,0.3763,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:15.051,Hizli,-,16298,-,-,10.11,-43.02,-8.28,0.4304,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:15.111,Hizli,-,16202,-,-,10.11,-43.02,-8.28,0.4184,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:15.166,Hizli,-,16237,-,-,-4.6,7.48,16.55,0.3703,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:15.216,Hizli,-,16161,-,-,-4.6,7.48,16.55,0.3608,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:15.252,Hizli,-,16207,-,-,-4.6,-80.78,16.55,0.4943,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:15.297,Hizli,-,16140,-,-,-4.6,7.48,16.55,0.3582,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:15.371,Hizli,-,16184,-,-,10.11,-43.02,-8.28,0.4162,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:15.427,Hizli,-,16115,-,-,-4.6,7.48,16.55,0.3551,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:15.466,Hizli,-,16159,-,-,-4.6,7.48,16.55,0.3606,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:15.535,Hizli,-,16092,-,-,-4.6,7.48,16.55,0.3522,Yorulma Başlangıcı,-0.191538,False
2026-04-22 02:48:15.538,Yavas,8342,-,,17673,-,-,-,0.3186,Sağlıklı,-2.006073,False
2026-04-22 02:48:15.574,Hizli,-,16141,-,-,10.11,-43.02,-8.28,0.3772,Yorulma Başlangıcı,-2.006073,False
2026-04-22 02:48:15.765,Hizli,-,16141,-,-,-4.6,7.48,16.55,0.3247,Sağlıklı,-2.006073,False
2026-04-22 02:48:15.855,Hizli,-,16451,-,-,-4.6,-80.78,16.55,0.4912,Yorulma Başlangıcı,-2.006073,False
2026-04-22 02:48:15.857,Hizli,-,16395,-,-,-4.6,-80.78,16.55,0.4842,Yorulma Başlangıcı,-2.006073,False
2026-04-22 02:48:15.893,Hizli,-,16174,-,-,10.11,-43.02,-8.28,0.3813,Yorulma Başlangıcı,-2.006073,False
2026-04-22 02:48:15.933,Hizli,-,16231,-,-,-4.6,7.48,16.55,0.3360,Sağlıklı,-2.006073,False
2026-04-22 02:48:16.015,Hizli,-,16090,-,-,-4.6,7.48,16.55,0.3184,Sağlıklı,-2.006073,False
2026-04-22 02:48:16.242,Hizli,-,16090,-,-,-4.6,7.48,16.55,0.3184,Sağlıklı,-2.006073,False
2026-04-22 02:48:16.320,Hizli,-,16453,-,-,-4.6,-80.78,16.55,0.4915,Yorulma Başlangıcı,-2.006073,False
2026-04-22 02:48:16.773,Hizli,-,128,-,-,10.11,-43.02,-8.28,0.3096,Sağlıklı,-2.006073,False
2026-04-22 02:48:18.245,Hizli,-,128,-,-,-4.6,-80.78,16.55,0.3848,Yorulma Başlangıcı,-2.006073,False
2026-04-22 02:48:18.531,Yavas,7631,-,,17679,-,-,-,0.4512,Yorulma Başlangıcı,-1.510357,False
2026-04-22 02:48:18.588,Hizli,-,16722,-,-,-4.6,112.91,16.55,0.6262,Yorulma Başlangıcı,-1.510357,False
2026-04-22 02:48:18.675,Yavas,7389,-,,17683,-,-,-,0.6749,Kritik Hasar,5.296826,False
2026-04-22 02:48:18.675,Hizli,-,16570,-,-,-4.6,112.91,16.55,0.6559,Kritik Hasar,5.296826,False
